Land_size_for_Crop_Agriculture_Acres,hh_size,hhh_age,number_perennial_grown,HH Income + Production/Day  (USD),business_number,composts,water_control_practise,postharvest_food_storage,hhh_read_write,Material_walls,bicycle_owned,seasonal_crops_planted,grow_vegetables,season2_crops_planted,work_casual,radios_owned,non_bio_waste_mgt_method,save_mode_7,tippy_tap_present,soil_mgt_methods,hh_produce_lq_manure,Access to electricity,ProgressStatus
1.9,3.0,28.0,2.0,5.749953720844132,0,0,1,1,1,1,0,5.0,1,3.0,0,1,3,0,0.0,1 3 4 5,1,0,On Track
4.0,10.0,38.0,2.0,5.749953720844132,1,1,1,1,1,1,1,4.0,0,3.0,0,1,1 3 97,1,1.0,1 2 3 4 5,1,0,On Track
2.5,3.0,34.0,3.0,5.749953720844132,0,0,1,0,1,2,0,3.0,1,5.0,0,1,3,0,0.0,1 2 3 4 5,0,0,On Track
0.8,3.0,27.0,2.0,5.749953720844132,1,0,0,0,1,1,0,3.0,1,4.0,1,0,3,0,0.0,1 2 3 4,0,1,On Track
2.0,3.0,30.0,3.0,5.749953720844132,1,1,1,0,1,1,1,3.0,0,2.0,0,1,1,1,1.0,2 3 4,1,0,On Track
1.0,2.0,34.0,3.0,5.749953720844132,0,1,1,1,1,2,0,3.0,1,5.0,0,1,1 2,0,1.0,1 2 3 4,1,0,On Track
1.9,1.0,25.0,3.0,5.749953720844132,1,0,1,1,1,1,0,3.0,1,5.0,0,1,1,1,1.0,1 3 4 5,1,1,On Track
3.0,2.0,52.0,2.0,5.749953720844132,0,1,1,1,1,1,0,4.0,1,4.0,0,1,97,0,1.0,1 2 3 4 5,0,0,On Track
4.8,2.0,40.0,3.0,5.749953720844132,0,0,1,1,1,1,0,5.0,1,6.0,0,1,3,0,0.0,1 2,0,0,On Track
4.5,5.0,33.0,2.0,5.749953720844132,0,1,1,1,1,2,1,3.0,1,4.0,0,1,3,0,1.0,1 2 3 4 5,0,0,On Track
2.5,3.0,53.0,1.0,5.749953720844132,0,0,0,1,1,1,0,5.0,0,5.0,1,1,1,1,1.0,1 2,0,0,On Track
2.0,5.0,50.0,3.0,5.749953720844132,0,1,1,0,1,2,0,3.0,0,4.0,1,1,3,0,1.0,1 3 4,0,0,On Track
0.75,3.0,30.0,2.0,5.749953720844132,0,0,1,1,1,2,0,2.0,1,4.0,0,1,1 2 3,1,0.0,1 2 3 4 5,1,0,On Track
0.375,4.0,77.0,0.0,0.4072565716401332,0,0,0,0,0,1,0,2.0,0,2.0,0,0,97,0,0.0,-99,0,1,Struggling
0.75,4.0,38.0,0.0,0.4368752313957793,0,0,0,0,1,2,0,3.0,0,1.0,0,0,97,0,0.0,1,0,0,Struggling
0.25,4.0,69.0,0.0,0.4557571269900037,0,0,0,0,1,2,0,2.0,0,2.0,1,0,97,0,0.0,-99,0,1,Struggling
0.75,3.0,24.0,1.0,0.533135875601629,0,0,0,0,1,2,0,1.0,0,2.0,0,1,97,0,0.0,-99,0,0,Struggling
0.9,5.0,30.0,1.0,0.5490559052202888,0,0,0,0,0,1,0,3.0,0,2.0,0,0,1,0,0.0,2,0,0,Struggling
4.8,6.0,32.0,1.0,0.5920029618659756,0,0,1,1,1,1,1,2.0,0,1.0,0,0,1 2 3,0,0.0,1 2 4 5,0,0,Struggling
1.0,7.0,35.0,1.0,0.5968159940762681,0,0,1,0,0,2,1,2.0,0,1.0,0,1,1 2 3,0,0.0,2 3 4 5,0,0,Struggling
0.5,4.0,46.0,1.0,0.6008885597926693,0,0,1,0,1,2,0,3.0,0,2.0,1,0,1 2 3,0,0.0,1 2 3 5,0,1,Struggling
0.0,6.0,48.0,0.0,0.6027397260273972,0,0,0,1,0,2,0,3.0,0,2.0,1,0,1 3,0,0.0,2 3,0,1,Struggling
3.5,3.0,60.0,2.0,0.6145871899296557,0,0,1,1,1,2,0,3.0,0,2.0,0,0,1 2,0,0.0,1 2 3 5,0,0,Struggling
3.5,8.0,48.0,1.0,0.6182895223991114,0,0,0,0,1,2,1,3.0,0,2.0,0,0,2,0,0.0,1 4,0,0,Struggling
0.5,4.0,52.0,1.0,0.6182895223991114,0,0,1,1,1,2,1,2.0,0,2.0,0,0,1 2,0,0.0,1 2 4 5,0,0,Struggling
4.0,3.0,52.0,2.0,0.6205109218807848,0,0,1,1,0,2,1,3.0,0,4.0,0,0,1 2 3,0,0.0,1 2 4 5,0,0,Struggling
0.0,4.0,34.0,3.0,0.6345797852647167,0,0,1,1,1,1,0,3.0,0,2.0,1,0,1 2 3,0,0.0,2 4 5,0,0,Struggling
3.0,5.0,94.0,2.0,0.6349500185116623,0,0,1,1,0,2,0,2.0,0,2.0,0,0,1,0,0.0,1 2 3 5,0,0,Struggling
0.5,4.0,31.0,2.0,0.6530914476119956,0,0,1,1,0,1,1,3.0,0,1.0,1,0,1 2 3,0,0.0,1 2 3 5,0,0,Struggling
0.5,4.0,46.0,0.0,0.655312847093669,0,0,1,0,1,2,0,2.0,0,2.0,0,1,1 2 3,0,0.0,1 3 4 5,0,1,Struggling
4.8,4.0,29.0,2.0,0.6645686782673084,1,0,0,1,1,2,1,2.0,1,4.0,0,1,1,0,0.0,1 3,0,0,Struggling
3.5,8.0,58.0,3.0,0.6679007774898186,0,0,1,1,1,2,1,2.0,0,1.0,0,1,1 2 3,0,0.0,1 2 3 5,0,0,Struggling
2.5,1.0,51.0,1.0,0.6712328767123288,0,0,1,0,1,2,0,2.0,0,2.0,0,1,1 2,0,0.0,1 2 3 5,0,0,Struggling
4.8,4.0,41.0,2.0,0.6749352091817845,0,0,1,0,1,2,1,4.0,0,4.0,0,1,1 2 3,0,0.0,1 2 3 4,0,0,Struggling
0.75,7.0,62.0,1.0,0.684931506849315,0,0,1,1,0,1,0,3.0,0,3.0,1,0,1,0,0.0,1 2 3 5,0,0,Struggling
0.5,4.0,28.0,1.0,0.6895223991114402,0,0,0,0,1,1,0,2.0,0,2.0,1,0,97,0,0.0,-99,0,1,Struggling
3.5,7.0,52.0,1.0,0.7145501666049612,0,0,1,1,1,1,0,3.0,1,3.0,1,0,1,0,0.0,1 2 3 5,0,1,Struggling
2.0,4.0,53.0,3.0,0.716401332839689,1,0,1,1,0,1,0,1.0,0,2.0,0,0,1,0,0.0,1 2 3 4 5,0,1,Struggling
0.5,3.0,25.0,2.0,0.7192151055164754,0,0,0,1,0,2,0,2.0,1,4.0,0,0,1,0,0.0,2 3,0,1,Struggling
1.0,4.0,26.0,6.0,0.7212143650499815,0,0,1,1,1,2,0,4.0,0,1.0,0,0,1,0,0.0,1 2 3 5,0,0,Struggling
3.0,10.5,37.0,2.0,0.7252869307663828,1,0,0,1,1,1,1,2.0,0,2.0,0,1,1,0,0.0,1 3,0,0,Struggling
0.25,4.0,53.0,1.0,0.731210662717512,0,0,0,0,1,2,1,3.0,0,4.0,0,0,97,0,0.0,1,0,0,Struggling
0.5,3.0,33.0,3.0,0.7330618289522399,1,0,0,1,1,2,1,4.0,1,2.0,0,1,1 2,0,0.0,1 2 5,0,0,Struggling
2.0,5.0,46.0,2.0,0.7515734912995187,0,0,1,1,0,2,1,4.0,0,2.0,0,0,1,0,0.0,1 2 3 4 5,0,0,Struggling
1.5,4.0,28.0,3.0,0.7530544242873011,1,0,1,1,1,2,1,2.0,0,2.0,0,0,1 2,0,0.0,1 2 4,0,0,Struggling
4.7,6.0,58.0,3.0,0.760829322473158,0,0,0,1,0,2,1,2.0,0,1.0,0,0,1,0,0.0,2,0,0,Struggling
2.0,4.0,63.0,2.0,0.7674935209181785,1,0,1,1,0,2,0,3.0,0,2.0,0,0,1 2 3,0,0.0,1 2 3 5,0,0,Struggling
3.5,7.0,54.0,2.0,0.7761569788967049,1,0,1,1,1,2,1,2.0,1,1.0,0,0,1 2 3,0,0.0,1 2 3 4,0,0,Struggling
3.0,5.0,60.0,2.0,0.792299148463532,0,0,1,1,0,2,0,4.0,0,2.0,0,1,1,0,0.0,1 2 5,0,0,Struggling
0.5,4.0,25.0,1.0,0.8041466123657904,1,0,1,1,1,1,1,4.0,0,1.0,0,0,1,0,0.0,1 2 3 5,0,0,Struggling
0.5,8.0,35.0,2.0,0.812291743798593,0,0,1,1,1,1,1,3.0,0,2.0,0,0,1 2 3,0,0.0,1 2 4 5,0,0,Struggling
1.0,5.0,46.0,2.0,0.8174750092558312,0,0,1,0,0,2,0,3.0,0,1.0,1,0,1 2,0,0.0,1 2 3 4,0,0,Struggling
4.75,5.0,59.0,0.0,0.821917808219178,0,0,0,0,1,1,1,2.0,0,2.0,0,1,97,0,0.0,1,0,0,Struggling
1.5,5.0,35.0,5.0,0.826360607182525,0,0,1,1,0,1,0,3.0,0,1.0,0,0,1,0,0.0,1 2 5,0,0,Struggling
0.5,3.0,21.0,1.0,0.8265827471306922,1,0,1,0,1,2,1,3.0,0,3.0,1,0,1 2 3,0,0.0,2 3 4 5,0,0,Struggling
1.75,4.0,73.0,5.0,0.8811551277304702,0,0,1,1,0,2,0,4.0,0,2.0,0,1,1,0,0.0,1 2 3 5,0,0,Struggling
2.0,8.0,45.0,3.0,0.8833765272121437,0,0,1,1,1,2,1,2.0,0,2.0,0,1,1,0,0.0,1 2 3 5,0,0,Struggling
2.9,3.0,30.0,2.0,0.8959644576082932,0,0,0,0,1,1,0,2.0,0,2.0,0,1,1,0,0.0,2,0,0,Struggling
1.5,8.0,53.0,4.0,0.904850055534987,0,0,1,0,1,2,1,3.0,0,2.0,0,1,1 2 3,0,0.0,1 4 5,0,0,Struggling
0.25,5.0,35.0,2.0,0.9344687152906332,0,0,1,0,0,1,0,2.0,0,2.0,1,0,1 2 3,0,0.0,1 2 3 4,0,1,Struggling
3.0,10.5,34.0,1.0,0.9435394298407996,1,0,1,1,1,2,1,1.0,1,2.0,0,0,1 2 3,0,0.0,1 2 3 4,0,0,Struggling
0.5,1.0,60.0,2.0,0.948537578674565,0,0,1,1,1,1,0,3.0,0,2.0,1,0,1,0,0.0,1 2,0,0,Struggling
1.5,2.0,37.0,6.0,0.9572750833024806,0,0,0,1,1,2,1,2.0,0,1.0,0,0,1,0,0.0,1 2 3,0,0,Struggling
0.75,5.0,81.0,2.0,0.9944465012958164,0,0,1,1,0,2,0,4.0,0,2.0,0,0,1,0,0.0,1 2 3,0,0,Struggling
1.0,6.0,52.0,4.0,0.9994446501295816,1,0,0,1,0,2,0,3.0,0,1.0,0,0,3,0,0.0,1 3,0,0,Struggling
4.8,2.0,85.0,1.0,1.0033320992225103,0,0,0,0,1,1,1,3.0,0,2.0,0,0,97,0,0.0,4,0,1,Struggling
0.75,5.0,37.0,1.0,1.0181414291003332,0,0,1,1,1,1,0,2.0,0,3.0,0,0,1,0,0.0,1 2 3 5,0,0,Struggling
4.0,5.0,59.0,2.0,1.033320992225102,0,0,0,0,1,2,1,3.0,0,4.0,0,1,97,0,0.0,3 5,0,0,Struggling
0.0,7.0,46.0,2.0,1.0422065901517956,0,0,1,0,0,1,0,2.0,0,1.0,1,0,1 2,0,0.0,1 2 4,0,0,Struggling
3.5,5.0,67.0,2.0,1.0625694187338022,1,0,1,1,0,2,0,2.0,0,1.0,0,0,1,0,0.0,1 2 3 5,0,0,Struggling
2.0,6.0,38.0,1.0,1.071640133283969,0,0,0,0,1,2,0,3.0,0,1.0,0,0,97,0,0.0,3 5,0,0,Struggling
0.5,3.0,21.0,0.0,1.0870048130322103,0,0,1,1,1,1,0,3.0,0,4.0,1,0,1,0,0.0,1 2 3 5,0,0,Struggling
0.5,2.0,72.0,1.0,1.105516475379489,0,0,0,0,0,1,0,4.0,0,4.0,0,0,97,0,0.0,3 5,0,0,Struggling
1.0,5.0,27.0,2.0,1.1281007034431694,1,0,0,1,1,2,1,2.0,0,2.0,0,0,1,0,0.0,1 3,0,0,Struggling
0.25,8.0,37.0,3.0,1.1384672343576452,0,0,1,1,0,1,0,3.0,1,1.0,1,0,1 2 3,0,0.0,1 2 3 4,0,0,Struggling
0.375,6.0,55.0,7.0,1.1654942613846724,0,0,1,1,0,1,0,4.0,0,2.0,1,0,1,0,0.0,1 2 3 5,0,1,Struggling
1.5,9.0,40.0,2.0,1.2402813772676786,0,0,0,0,1,2,0,3.0,0,2.0,1,0,97,0,0.0,-99,0,0,Struggling
0.625,5.0,51.0,1.0,1.2580525731210663,1,0,1,1,0,1,1,2.0,0,3.0,1,0,1,0,0.0,1 2 3 5,0,0,Struggling
0.25,7.0,43.0,4.0,1.271380970011107,0,0,1,1,0,1,0,3.0,0,4.0,1,0,1,0,0.0,1 2 5,0,0,Struggling
0.75,5.0,32.0,4.0,1.280266567937801,0,0,0,0,1,2,1,5.0,1,4.0,0,0,97,0,0.0,3 5,0,0,Struggling
0.125,3.0,21.0,3.0,1.2810070344316922,0,0,1,1,1,1,0,5.0,0,4.0,1,0,1,0,0.0,1 2 3 5,0,0,Struggling
1.25,1.0,63.0,4.0,1.2850796001480933,1,0,1,1,0,1,0,6.0,0,3.0,0,0,3,0,0.0,1 2 3 4 5,0,1,Struggling
0.75,5.0,31.0,2.0,1.3217326915957055,0,0,0,0,1,2,0,4.0,0,2.0,0,0,97,0,0.0,1,0,0,Struggling
0.5,7.0,50.0,2.0,1.327286190299889,0,0,1,0,1,1,0,3.0,0,2.0,0,0,97,0,0.0,1 3,0,0,Struggling
0.25,9.0,36.0,2.0,1.342835986671603,1,0,0,0,0,1,1,2.0,0,1.0,0,1,1,0,0.0,3 5,0,0,Struggling
0.125,5.0,52.0,1.0,1.35061088485746,0,0,1,1,1,1,0,4.0,0,3.0,0,1,1,0,0.0,1 2 3 5,0,1,Struggling
1.0,4.0,45.0,1.0,1.363939281747501,0,0,0,0,1,2,0,1.0,0,2.0,1,0,97,0,0.0,-99,0,1,Struggling
0.75,1.0,74.0,1.0,1.4087375046279156,0,0,0,0,0,2,0,1.0,0,1.0,0,0,97,0,0.0,2,0,0,Struggling
1.5,2.0,66.0,1.0,1.425027767493521,0,0,1,0,1,1,0,2.0,0,1.0,0,0,1 2 3,0,0.0,2 3 4 5,0,0,Struggling
0.625,5.0,28.0,4.0,1.441688263606072,1,0,0,0,1,2,1,2.0,0,3.0,0,1,97,0,0.0,-99,0,0,Struggling
3.0,9.0,39.0,2.0,1.4479822288041466,0,0,1,1,1,2,1,2.0,0,1.0,0,0,1,0,0.0,1 2 3 5,0,1,Struggling
1.5,4.0,31.0,1.0,1.454461310625694,1,0,1,1,1,2,1,3.0,0,3.0,1,0,1 2 3,0,0.0,1 2 3 4 5,0,0,Struggling
0.5,3.0,25.0,1.0,1.4707145501666048,1,0,0,0,1,2,1,3.0,1,2.0,0,1,97,0,0.0,-99,0,0,Struggling
1.0,3.0,32.0,2.0,1.5053683820807109,1,0,1,1,1,2,1,2.0,0,2.0,0,0,1,0,0.0,1 2 3 5,0,0,Struggling
4.5,9.0,44.0,2.0,1.5372084413180305,1,0,1,1,0,2,1,2.0,1,2.0,0,0,1 2 3,0,0.0,1 2 3 4,0,0,Struggling
1.5,6.0,39.0,3.0,1.5388374676045908,0,0,1,0,1,1,1,2.0,0,1.0,0,0,1 2 3,0,0.0,2 3 4 5,0,0,Struggling
0.0,3.0,29.0,4.0,1.594224361347649,0,0,1,1,1,2,0,2.0,0,2.0,0,0,1 2 3,0,0.0,1 2 3 5,0,0,Struggling
1.0,4.0,34.0,3.0,1.6040355423917068,0,0,1,1,1,2,1,3.0,0,2.0,1,0,1 2,0,0.0,2 3 4 5,0,0,Struggling
1.5,10.5,65.0,4.0,1.6653091447611994,1,0,1,1,1,2,1,5.0,1,1.0,0,0,1 2 3,0,0.0,1 2 3 4 5,0,0,Struggling
0.5,5.0,27.0,3.0,1.687523139577934,0,0,1,1,1,1,0,3.0,0,4.0,0,0,1,0,0.0,1 2 3 4 5,0,0,Struggling
1.0,4.0,46.0,6.0,1.7534246575342467,1,0,1,1,1,1,1,3.0,0,4.0,0,0,1 2 3,0,0.0,1 2 3 4,0,0,Struggling
0.5,6.0,29.0,5.0,1.7654572380599778,0,0,1,1,0,1,0,1.0,0,2.0,0,0,1,0,0.0,1 2 4 5,0,0,Struggling
1.75,7.0,42.0,0.0,1.7786005183265456,0,0,0,0,1,2,0,2.0,0,2.0,1,0,97,0,0.0,-99,0,0,Struggling
4.0,6.0,52.0,2.0,1.7919289152165865,0,0,1,1,1,2,1,2.0,0,2.0,0,0,1,0,0.0,1 2 3 5,0,0,Struggling
0.25,7.0,38.0,2.0,1.8696778970751573,1,0,1,1,1,2,0,3.0,0,2.0,1,1,1,0,0.0,1 2 3 4,0,0,Struggling
0.5,1.0,31.0,2.0,2.025175860792299,0,0,1,1,1,2,1,2.0,0,1.0,0,1,1 2 3,0,0.0,2 3 5,0,0,Struggling
0.25,5.0,28.0,2.0,3.3095149944465017,0,0,0,0,1,2,1,2.0,1,3.0,0,1,97,0,0.0,1 2 4,0,0,On Track
0.5,1.0,60.0,4.0,0.3428359866716031,0,0,0,1,0,1,0,2.0,0,2.0,0,0,97,0,1.0,2 5,0,1,Struggling
0.5,1.0,94.0,2.0,0.3460940392447241,0,0,1,0,0,1,0,1.0,0,2.0,0,0,1,0,1.0,1 2 3,0,1,Struggling
1.0,1.0,73.0,0.0,0.3572750833024806,0,0,0,0,0,2,0,2.0,0,2.0,1,0,1,0,0.0,2 3,0,1,Struggling
4.8,4.0,65.0,4.0,0.4013328396890041,0,0,0,0,1,2,1,2.0,0,2.0,0,0,1,0,1.0,2 4,0,0,Struggling
0.5,2.0,80.0,1.0,0.4297667530544243,0,0,0,1,0,1,1,3.0,0,3.0,0,0,1,0,0.0,2 5,0,0,Struggling
1.0,2.0,45.0,4.0,0.4457608293224731,0,1,0,1,0,1,0,2.0,0,1.0,0,1,97,0,0.0,4,0,1,Struggling
0.0,2.0,23.0,1.0,0.5597926693817105,0,1,0,1,1,1,0,3.0,1,3.0,1,0,97,0,0.0,2 5,0,1,Struggling
0.9,2.0,83.0,5.0,0.5686782673084043,0,0,0,1,0,2,0,2.0,0,1.0,0,0,1,0,1.0,1 2 3 4 5,1,0,Struggling
0.125,3.0,73.0,1.0,0.5808404294705665,0,0,1,1,0,2,0,2.0,1,2.0,0,0,1 2,0,0.0,1 2 3 4 5,0,1,Struggling
0.2,4.0,26.0,1.0,0.6738245094409478,0,0,0,1,0,1,0,2.0,0,1.0,1,1,1,0,0.0,2 5,0,0,Struggling
0.0,4.0,24.0,1.0,0.6349500185116623,0,0,0,1,0,1,0,3.0,0,4.0,1,0,97,0,1.0,2 4 5,0,1,Struggling
0.4,5.0,26.0,0.0,0.7445390596075527,0,0,1,0,1,2,0,4.0,0,2.0,0,1,1,0,1.0,1 2 4 5,0,0,Struggling
1.5,6.0,40.0,5.0,0.777489818585709,0,1,1,0,1,2,1,2.0,1,4.0,0,1,1,0,1.0,1,0,0,Struggling
1.0,2.0,56.0,2.0,0.7840799703813403,0,0,0,0,0,2,1,4.0,0,3.0,0,0,1,0,1.0,2 4,0,1,Struggling
1.0,2.0,24.0,0.0,0.7649018881895594,0,0,1,1,1,2,1,1.0,1,2.0,1,1,1 2 97,1,1.0,1 2 3 4 5,1,0,Struggling
0.5,6.0,55.0,4.0,0.8119955572010367,0,0,0,0,0,2,1,2.0,0,2.0,0,0,1,0,1.0,2 4,0,0,Struggling
1.5,1.0,27.0,4.0,0.812291743798593,1,1,1,1,0,2,1,3.0,0,3.0,0,1,1,1,0.0,1 2 3 4 5,1,0,Struggling
4.8,5.0,74.0,4.0,0.7519437245464643,0,0,0,0,0,2,1,6.0,0,4.0,0,1,1,0,1.0,2 3,0,0,Struggling
1.0,1.0,47.0,3.0,0.9626064420584968,0,0,0,1,0,1,0,4.0,1,3.0,0,0,97,0,0.0,2 5,0,1,Struggling
2.0,1.0,55.0,4.0,0.9925953350610884,0,0,0,1,0,1,0,3.0,0,2.0,0,0,3,0,0.0,97,0,1,Struggling
0.5,3.0,78.0,6.0,0.982599037393558,0,1,0,1,0,2,0,2.0,0,3.0,0,0,97,0,0.0,4 5,0,0,Struggling
1.5,6.0,83.0,5.0,0.97741577193632,0,1,0,1,0,2,1,5.0,1,1.0,0,1,1,1,0.0,1 2,1,1,Struggling
1.0,2.0,78.0,1.0,1.1073676416142169,0,0,1,0,0,2,0,4.0,1,3.0,0,0,1,0,0.0,1 2 3 4 5,1,1,Struggling
2.0,10.5,58.0,6.0,1.113143280266568,0,1,0,1,0,1,0,4.0,1,4.0,0,0,97,0,1.0,4,0,1,Struggling
1.0,4.0,70.0,4.0,1.1227323213624585,1,1,1,0,0,2,0,3.0,0,2.0,0,1,1,1,0.0,1 3,0,1,Struggling
0.9,4.0,27.0,4.0,1.1266197704553869,0,0,0,1,1,1,0,3.0,1,4.0,0,1,97,0,1.0,4,0,1,Struggling
0.8,1.0,40.0,2.0,1.1329137356534615,0,0,0,1,1,2,0,3.0,1,3.0,0,0,97,0,1.0,2 5,0,1,Struggling
0.5,4.0,70.0,3.0,1.1021103295075898,1,0,0,1,1,1,0,4.0,1,5.0,0,0,1,0,1.0,97,0,1,Struggling
1.0,4.0,35.0,3.0,0.92550907071455,0,1,1,1,1,2,0,4.0,1,3.0,0,1,1 2 3,1,0.0,1 2 3 4 5,1,0,Struggling
0.8,4.0,56.0,2.0,1.1058867086264346,0,0,1,1,0,2,0,5.0,0,3.0,1,0,1,0,1.0,2,0,0,Struggling
0.1,8.0,38.0,3.0,0.9374305812661976,0,0,0,1,0,2,1,4.0,1,2.0,0,1,1,0,0.0,1 2 3 4 5,0,1,Struggling
1.6,4.0,52.0,6.0,1.1098852276934468,0,0,0,0,0,1,1,5.0,1,3.0,1,0,1,0,0.0,1 3 4 5,0,1,Struggling
1.25,1.0,68.0,4.0,1.053313587560163,0,0,1,1,0,2,0,4.0,1,2.0,0,1,1 2 3,1,0.0,1 2 3 4 5,1,1,Struggling
1.5,5.0,86.0,1.0,1.237319511292114,0,0,0,1,0,2,0,4.0,1,5.0,1,0,1,0,0.0,1 2 3 4 5,0,1,Struggling
1.0,3.0,74.0,3.0,0.9500185116623472,0,1,1,1,1,2,1,3.0,1,2.0,0,1,1 2 3,1,0.0,1 2 3 4 5,1,0,Struggling
1.8,5.0,50.0,7.0,1.239911144020733,1,1,1,1,0,1,1,5.0,0,5.0,1,1,1,0,1.0,1 2 4 5,1,1,Struggling
2.0,1.0,20.0,1.0,1.1495742317660127,0,1,0,1,1,2,0,2.0,1,2.0,0,0,97,0,1.0,2 4 5,0,1,Struggling
1.0,1.0,31.0,2.0,0.9966679007774898,0,1,1,1,0,1,0,4.0,1,2.0,0,1,1 2 3,1,0.0,1 2 3 4 5,1,1,Struggling
2.0,4.0,65.0,5.0,1.1295816364309514,0,0,1,1,0,2,1,4.0,1,5.0,0,1,1,1,1.0,2,1,1,Struggling
0.5,9.0,45.0,1.0,1.233395038874491,0,0,1,1,1,1,0,2.0,1,3.0,1,0,1 2 3,1,1.0,1 2 3 4 5,1,0,Struggling
2.5,5.0,27.0,4.0,1.2310255460940394,1,0,1,1,1,1,1,3.0,1,3.0,0,1,1 3,0,1.0,1 4,1,0,Struggling
1.0,2.0,84.0,3.0,1.1010736764161422,0,0,1,1,0,2,0,3.0,1,2.0,0,0,1 2 3,1,0.0,1 2 3 4 5,1,0,Struggling
2.0,6.0,35.0,4.0,1.3343206219918549,0,0,1,1,1,1,1,3.0,1,3.0,1,1,1,0,0.0,1 2 3 4 5,1,1,Struggling
0.25,3.0,70.0,4.0,1.3387634209552015,0,0,1,0,0,2,0,3.0,1,3.0,1,0,1,0,1.0,1 2 3,0,1,Struggling
3.0,10.5,70.0,7.0,1.102184376156979,0,1,0,1,0,2,0,5.0,1,6.0,0,1,1,1,0.0,1 2 3 4 5,0,0,Struggling
3.5,6.0,52.0,6.0,1.3469085523880044,0,0,1,1,1,2,0,6.0,0,4.0,0,1,1,0,0.0,4,0,1,Struggling
2.8,6.0,36.0,7.0,1.3483894853757867,0,1,1,1,1,1,1,4.0,1,4.0,1,1,1,0,0.0,1 2 3 4 5,0,0,Struggling
4.0,2.0,74.0,5.0,0.7660125879303962,0,0,1,0,0,2,1,2.0,0,4.0,0,1,1,0,1.0,1 2 3,0,0,Struggling
2.0,3.0,46.0,1.0,1.354313217326916,0,0,0,0,0,2,0,4.0,0,5.0,0,0,1,0,1.0,2 4,0,0,Struggling
2.0,4.0,46.0,7.0,1.2088115512773048,0,0,0,1,0,2,1,4.0,0,3.0,0,1,97,1,0.0,4,1,0,Struggling
0.25,6.0,44.0,1.0,1.3583857830433173,0,0,1,1,1,1,0,4.0,1,2.0,1,1,1 3,0,1.0,1 3 5,0,0,Struggling
0.0,4.0,86.0,5.0,1.1014439096630877,0,0,0,0,1,2,0,6.0,1,4.0,0,0,3,0,0.0,2 3 5,0,0,Struggling
0.3,6.0,82.0,2.0,1.3687523139577933,0,0,0,1,0,2,0,2.0,1,2.0,0,0,1,0,1.0,2,0,0,Struggling
3.0,4.0,44.0,4.0,0.6634579785264716,0,1,1,1,1,2,0,3.0,0,2.0,0,1,1,1,1.0,2 3 4 5,0,0,Struggling
0.5,9.0,43.0,3.0,0.9933358015549796,0,0,0,1,1,2,0,4.0,1,3.0,0,0,1,0,1.0,1 2 3 4 5,0,1,Struggling
0.0,5.0,75.0,4.0,1.248426508700481,0,0,0,1,0,2,0,3.0,1,2.0,0,1,97,0,0.0,2 5,0,1,Struggling
0.65,1.0,30.0,1.0,1.124398370973713,0,0,1,1,0,1,0,2.0,1,2.0,0,0,1 3,0,1.0,1 3 5,0,0,Struggling
0.5,9.0,49.0,4.0,0.9792669381710476,1,0,1,1,1,1,0,4.0,0,2.0,0,0,1,0,0.0,2,0,1,Struggling
1.0,3.0,61.0,3.0,1.35061088485746,0,0,1,1,0,1,0,5.0,1,4.0,0,0,1,0,0.0,2 3 4 5,0,0,Struggling
1.5,1.0,65.0,4.0,1.0303591262495373,1,0,1,1,1,1,1,2.0,0,3.0,0,1,1,0,0.0,1 2,1,0,Struggling
2.8,2.0,54.0,4.0,1.4550166604961126,1,0,1,0,0,2,1,2.0,0,1.0,0,1,1,0,0.0,1 4,0,0,Struggling
0.5,6.0,28.0,6.0,0.8111810440577564,0,0,0,1,1,1,0,6.0,1,4.0,0,1,1,0,0.0,1 2,0,0,Struggling
2.0,2.0,79.0,4.0,1.392817475009256,0,0,0,1,0,2,0,5.0,1,3.0,0,0,97,0,1.0,2 5,0,1,Struggling
0.25,1.0,90.0,3.0,1.4805627545353572,0,0,0,1,0,2,0,4.0,1,2.0,0,0,1,0,0.0,4 5,0,0,Struggling
0.75,6.0,39.0,6.0,1.356904850055535,0,0,0,0,0,2,1,5.0,1,6.0,1,0,3,0,1.0,2 5,0,1,Struggling
1.0,1.0,28.0,6.0,1.3135875601629026,0,0,0,0,1,2,1,3.0,1,3.0,1,1,1,0,1.0,2 3 4,0,0,Struggling
2.0,4.0,28.0,3.0,1.0185116623472787,0,1,1,1,1,2,1,3.0,1,2.0,0,1,1 2 3,1,0.0,1 2 3 4 5,1,0,Struggling
0.25,3.0,66.0,3.0,1.3565346168085894,0,1,0,0,1,2,0,5.0,1,3.0,0,1,1,1,0.0,1 3,0,0,Struggling
0.8,2.0,55.0,5.0,1.3606071825249908,0,0,1,1,0,2,0,6.0,0,5.0,0,1,1,0,1.0,2 4 5,0,0,Struggling
1.0,1.0,83.0,6.0,1.39748241392077,0,0,1,1,0,2,0,4.0,1,3.0,0,1,1 2 3,1,1.0,1 2 3 4 5,1,0,Struggling
1.5,6.0,45.0,7.0,1.3539429840799704,0,1,1,1,1,2,1,5.0,1,5.0,1,1,1,0,1.0,1 2 3 4 5,1,1,Struggling
1.5,7.0,45.0,1.0,1.5921510551647535,1,0,1,1,0,1,0,4.0,1,4.0,0,1,1 3,0,1.0,1 2 4 5,0,0,Struggling
